|_unit_id|_created_at|_golden|_id|_missed|_started_at|_tainted|_channel|_trust|_worker_id|_country|_region|_city|_ip|word_or_shortphrase|instruction|tweet|tweet_no|tweet_no_rt|type_of_message|type_of_messageconfidence|word_or_shortphrase_gold
903|240632872|1/2/2013 15:43:41|False|797163843||1/2/2013 15:40:46|False|instagc|1.0|15124146|USA|CT|Norwalk|24.189.161.45|2 BOYS 2 & 4 MISSING|indicates who is missing or has been found|RT @911BUFF: PUBLIC HELP NEEDED: 2 BOYS 2 & 4 MISSING NEARLY 24 HOURS AFTER THEY GOT SEPARATED FROM THEIR MOM WHEN CAR SUBMERGED IN SI. #SANDY #911BUFF|26588|PUBLIC HELP NEEDED: 2 BOYS 2 & 4 MISSING NEARLY 24 HOURS AFTER THEY GOT SEPARATED FROM THEIR MOM WHEN CAR SUBMERGED IN SI. #SANDY #911BUFF|Informative: people missing, or lost people found|1.0|
904|240632872|1/2/2013 15:44:40|False|797164474||1/2/2013 15:36:03|False|instagc|0.875|13864884|USA|KS|Buhler|64.6.130.175|2 BOYS 2 & 4 MISSING|indicates who is missing or has been found|RT @911BUFF: PUBLIC HELP NEEDED: 2 BOYS 2 & 4 MISSING NEARLY 24 HOURS AFTER THEY GOT SEPARATED FROM THEIR MOM WHEN CAR SUBMERGED IN SI. #SANDY #911BUFF|26588|PUBLIC HELP NEEDED: 2 BOYS 2 & 4 MISSING NEARLY 24 HOURS AFTER THEY GOT SEPARATED FROM THEIR MOM WHEN CAR SUBMERGED IN SI. #SANDY #911BUFF|Informative: people missing, or lost people found|1.0|
905|240632872|1/2/2013 16:16:50|False|797181705||1/2/2013 16:14:13|False|instagc|1.0|14853026|USA|PA|Mifflinville|72.79.132.143|2 BOYS|indicates who is missing or has been found|RT @911BUFF: PUBLIC HELP NEEDED: 2 BOYS 2 & 4 MISSING NEARLY 24 HOURS AFTER THEY GOT SEPARATED FROM THEIR MOM WHEN CAR SUBMERGED IN SI. #SANDY #911BUFF|26588|PUBLIC HELP NEEDED: 2 BOYS 2 & 4 MISSING NEARLY 24 HOURS AFTER THEY GOT SEPARATED FROM THEIR MOM WHEN CAR SUBMERGED IN SI. #SANDY #911BUFF|Informative: people missing, or lost people found|1.0|
906|240632872|1/2/2013 16:20:55|False|797184243||1/2/2013 16:13:48|False|cbf|0.75|7762692|USA|SC|Seneca|69.59.88.93|2 Boys|indicates who is missing or has been found|RT @911BUFF: PUBLIC HELP NEEDED: 2 BOYS 2 & 4 MISSING NEARLY 24 HOURS AFTER THEY GOT SEPARATED FROM THEIR MOM WHEN CAR SUBMERGED IN SI. #SANDY #911BUFF|26588|PUBLIC HELP NEEDED: 2 BOYS 2 & 4 MISSING NEARLY 24 HOURS AFTER THEY GOT SEPARATED FROM THEIR MOM WHEN CAR SUBMERGED IN SI. #SANDY #911BUFF|Informative: people missing, or lost people found|1.0|
907|240632872|1/2/2013 16:27:06|False|797188137||1/2/2013 16:21:52|False|instagc|1.0|15121139|USA|IN|South Bend|70.224.42.226|2 BOYS|indicates who is missing or has been found|RT @911BUFF: PUBLIC HELP NEEDED: 2 BOYS 2 & 4 MISSING NEARLY 24 HOURS AFTER THEY GOT SEPARATED FROM THEIR MOM WHEN CAR SUBMERGED IN SI. #SANDY #911BUFF|26588|PUBLIC HELP NEEDED: 2 BOYS 2 & 4 MISSING NEARLY 24 HOURS AFTER THEY GOT SEPARATED FROM THEIR MOM WHEN CAR SUBMERGED IN SI. #SANDY #911BUFF|Informative: people missing, or lost people found|1.0|
949|240632878|1/2/2013 18:14:41|False|797268584||1/2/2013 18:10:48|False|instagc|0.8|15127516|USA|ND|Hazen|69.26.2.195|AC shelter is submerged|names a structure, road, service, line, etc. that is not working or has been damaged|RT @CovenantHouse: #Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|48345|#Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|Informative: damage (building, road, lines, etc.)|0.637|
950|240632878|1/2/2013 18:19:29|False|797272053||1/2/2013 18:17:40|False|golddiggergpt|0.8|15039189|USA|IN|Noblesville|98.253.187.232|AC shelter|names a structure, road, service, line, etc. that is not working or has been damaged|RT @CovenantHouse: #Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|48345|#Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|Informative: damage (building, road, lines, etc.)|0.637|
951|240632878|1/2/2013 18:19:47|False|797272265||1/2/2013 18:16:07|False|instagc|0.8333|14336534|USA|IA|Cedar Rapids|173.26.215.86|AC shelter|names a structure, road, service, line, etc. that is not working or has been damaged|RT @CovenantHouse: #Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|48345|#Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|Informative: damage (building, road, lines, etc.)|0.637|
952|240632878|1/2/2013 18:20:27|False|797272639||1/2/2013 18:16:28|False|instagc|0.75|13256647|USA|GA|Ringgold|208.99.102.207|AC shelter|names a structure, road, service, line, etc. that is not working or has been damaged|RT @CovenantHouse: #Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|48345|#Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|Informative: damage (building, road, lines, etc.)|0.637|
953|240632878|1/2/2013 18:23:41|False|797274689||1/2/2013 18:21:09|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|AC shelter is submerged|names a structure, road, service, line, etc. that is not working or has been damaged|RT @CovenantHouse: #Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|48345|#Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|Informative: damage (building, road, lines, etc.)|0.637|
954|240632878|1/2/2013 18:23:41|False|797274701||1/2/2013 18:21:17|False|instagc|0.8|13651583|USA|MN|Virginia|173.21.170.197|AC shelter is submerged!|names a structure, road, service, line, etc. that is not working or has been damaged|RT @CovenantHouse: #Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|48345|#Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|Informative: damage (building, road, lines, etc.)|0.637|
955|240632878|1/2/2013 18:23:45|False|797274734||1/2/2013 18:18:32|False|instagc|1.0|13629891|USA|NC|Gastonia|24.136.157.247|AC shelter|names a structure, road, service, line, etc. that is not working or has been damaged|RT @CovenantHouse: #Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|48345|#Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|Informative: damage (building, road, lines, etc.)|0.637|
956|240632878|1/2/2013 18:31:45|False|797281447||1/2/2013 18:20:15|False|instagc|0.75|14309547|USA|MO|Springfield|75.42.239.15|Covenant House|names a structure, road, service, line, etc. that is not working or has been damaged|RT @CovenantHouse: #Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|48345|#Sandy Our AC shelter is submerged! Thankfully we got 50 kids out to safety. Can you help? http://t.co/D7PZEBLC|Informative: damage (building, road, lines, etc.)|0.637|
957|240632879|1/2/2013 18:12:41|False|797266706||1/2/2013 18:09:21|False|instagc|0.8|14991354|USA|CA|Cerritos|97.93.52.198|Several NYC Data Centers|names a structure, road, service, line, etc. that is not working or has been damaged|RT @datacenter: Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|80125|Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|Informative: damage (building, road, lines, etc.)|1.0|
958|240632879|1/2/2013 18:19:29|False|797272055||1/2/2013 18:17:40|False|golddiggergpt|0.8|15039189|USA|IN|Noblesville|98.253.187.232|NYC Data Centers: Baement flooding hobbles 75 Broad Datagram|names a structure, road, service, line, etc. that is not working or has been damaged|RT @datacenter: Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|80125|Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|Informative: damage (building, road, lines, etc.)|1.0|
959|240632879|1/2/2013 18:19:42|False|797272214||1/2/2013 18:17:15|False|golddiggergpt|0.9286|15038871|USA|FL|Port Richey|68.200.93.250|Damages Several NYC Data Centers|names a structure, road, service, line, etc. that is not working or has been damaged|RT @datacenter: Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|80125|Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|Informative: damage (building, road, lines, etc.)|1.0|
960|240632879|1/2/2013 18:20:10|False|797272470||1/2/2013 18:17:36|False|instagc|0.8|15127516|USA|ND|Hazen|69.26.2.195|Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad|names a structure, road, service, line, etc. that is not working or has been damaged|RT @datacenter: Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|80125|Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|Informative: damage (building, road, lines, etc.)|1.0|
961|240632879|1/2/2013 18:20:27|False|797272641||1/2/2013 18:16:28|False|instagc|0.75|13256647|USA|GA|Ringgold|208.99.102.207|Data Centers|names a structure, road, service, line, etc. that is not working or has been damaged|RT @datacenter: Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|80125|Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|Informative: damage (building, road, lines, etc.)|1.0|
962|240632879|1/2/2013 18:23:20|False|797274286||1/2/2013 18:19:49|False|instagc|0.8333|14336534|USA|IA|Cedar Rapids|173.26.215.86|NYC Data Centers|names a structure, road, service, line, etc. that is not working or has been damaged|RT @datacenter: Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|80125|Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|Informative: damage (building, road, lines, etc.)|1.0|
963|240632879|1/2/2013 18:23:41|False|797274693||1/2/2013 18:21:09|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|Flooding Damages Several NYC Data Centers|names a structure, road, service, line, etc. that is not working or has been damaged|RT @datacenter: Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|80125|Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|Informative: damage (building, road, lines, etc.)|1.0|
964|240632879|1/2/2013 18:23:45|False|797274736||1/2/2013 18:18:32|False|instagc|1.0|13629891|USA|NC|Gastonia|24.136.157.247|75 Broad Street|names a structure, road, service, line, etc. that is not working or has been damaged|RT @datacenter: Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|80125|Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|Informative: damage (building, road, lines, etc.)|1.0|
965|240632879|1/2/2013 18:27:34|False|797277875||1/2/2013 18:14:37|False|instagc|0.75|13908671|USA|NE|Omaha|98.168.228.238|Massive Flooding Damages Several NYC Data Centers|names a structure, road, service, line, etc. that is not working or has been damaged|RT @datacenter: Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|80125|Massive Flooding Damages Several NYC Data Centers: Baement flooding hobbles 75 Broad Datagram. http://t.co/ntPwsJ5z #sandy|Informative: damage (building, road, lines, etc.)|1.0|
980|240632882|1/2/2013 18:04:18|False|797261088||1/2/2013 17:59:50|False|instagc|1.0|15121139|USA|IN|South Bend|70.224.42.226|Mayor Bloomberg|names a structure, road, service, line, etc. that is not working or has been damaged|RT @twc_hurricane: Mayor Bloomberg: 47000 w/o power in #NYC proper mainly in Queens and Staten Island where there are more above-ground wires. #Sandy|92179|Mayor Bloomberg: 47000 w/o power in #NYC proper mainly in Queens and Staten Island where there are more above-ground wires. #Sandy|Informative: damage (building, road, lines, etc.)|0.7043|
981|240632882|1/2/2013 18:15:28|False|797268987||1/2/2013 18:11:53|False|instagc|0.8571|13905521|USA|GA|Statesboro|209.221.52.48|Queens and Staten Island|names a structure, road, service, line, etc. that is not working or has been damaged|RT @twc_hurricane: Mayor Bloomberg: 47000 w/o power in #NYC proper mainly in Queens and Staten Island where there are more above-ground wires. #Sandy|92179|Mayor Bloomberg: 47000 w/o power in #NYC proper mainly in Queens and Staten Island where there are more above-ground wires. #Sandy|Informative: damage (building, road, lines, etc.)|0.7043|
982|240632882|1/2/2013 18:17:38|False|797270369||1/2/2013 18:15:28|False|golddiggergpt|0.8|15039189|USA|IN|Noblesville|98.253.187.232|Queens and Staten Island where there are more above-ground wires.|names a structure, road, service, line, etc. that is not working or has been damaged|RT @twc_hurricane: Mayor Bloomberg: 47000 w/o power in #NYC proper mainly in Queens and Staten Island where there are more above-ground wires. #Sandy|92179|Mayor Bloomberg: 47000 w/o power in #NYC proper mainly in Queens and Staten Island where there are more above-ground wires. #Sandy|Informative: damage (building, road, lines, etc.)|0.7043|
995|240632885|1/2/2013 18:03:39|False|797260603||1/2/2013 18:01:19|False|instagc|0.9167|13441146|USA|GA|Cleveland|98.18.123.70|NYC subway system|names a structure, road, service, line, etc. that is not working or has been damaged|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|69172|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|Informative: damage (building, road, lines, etc.)|1.0|"NYC subway system
7 tunnels under East River flooded
NYC subway
subway system
7 tunnels
7 tunnels under East River"
996|240632885|1/2/2013 18:12:41|False|797266710||1/2/2013 18:09:21|False|instagc|0.8|14991354|USA|CA|Cerritos|97.93.52.198|NYC subway system|names a structure, road, service, line, etc. that is not working or has been damaged|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|69172|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|Informative: damage (building, road, lines, etc.)|1.0|"NYC subway system
7 tunnels under East River flooded
NYC subway
subway system
7 tunnels
7 tunnels under East River"
997|240632885|1/2/2013 18:14:13|False|797268198||1/2/2013 18:12:50|False|amt|0.9|9184711|USA|CA|Simi Valley|75.84.166.54|NYC subway system|names a structure, road, service, line, etc. that is not working or has been damaged|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|69172|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|Informative: damage (building, road, lines, etc.)|1.0|"NYC subway system
7 tunnels under East River flooded
NYC subway
subway system
7 tunnels
7 tunnels under East River"
998|240632885|1/3/2013 07:08:36|True|797878176||1/3/2013 07:04:00|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|NYC subway system|names a structure, road, service, line, etc. that is not working or has been damaged|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|69172|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|Informative: damage (building, road, lines, etc.)|1.0|"NYC subway system
7 tunnels under East River flooded
NYC subway
subway system
7 tunnels
7 tunnels under East River"
999|240632885|1/3/2013 09:10:37|True|798108506||1/3/2013 08:47:24|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|nyc subway system|names a structure, road, service, line, etc. that is not working or has been damaged|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|69172|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|Informative: damage (building, road, lines, etc.)|1.0|"NYC subway system
7 tunnels under East River flooded
NYC subway
subway system
7 tunnels
7 tunnels under East River"
1000|240632885|1/3/2013 10:14:28|True|798211970||1/3/2013 10:10:12|False|instagc|1.0|13794065|USA|TN|Nashville|74.179.63.99|NYC subway system|names a structure, road, service, line, etc. that is not working or has been damaged|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|69172|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|Informative: damage (building, road, lines, etc.)|1.0|"NYC subway system
7 tunnels under East River flooded
NYC subway
subway system
7 tunnels
7 tunnels under East River"
1001|240632885|1/3/2013 10:23:08|True|798220817||1/3/2013 10:19:19|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|NYC subway|names a structure, road, service, line, etc. that is not working or has been damaged|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|69172|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|Informative: damage (building, road, lines, etc.)|1.0|"NYC subway system
7 tunnels under East River flooded
NYC subway
subway system
7 tunnels
7 tunnels under East River"
1002|240632885|1/3/2013 10:47:24|True|798241968||1/3/2013 10:39:33|False|extralunchmoney|0.75|10850752|USA|CA|Newcastle|205.197.254.209|7 tunnels under East River flooded|names a structure, road, service, line, etc. that is not working or has been damaged|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|69172|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|Informative: damage (building, road, lines, etc.)|1.0|"NYC subway system
7 tunnels under East River flooded
NYC subway
subway system
7 tunnels
7 tunnels under East River"
1003|240632885|1/3/2013 10:47:43|True|798242208||1/3/2013 10:43:34|False|instagc|1.0|13900808|USA|FL|Alachua|174.131.116.254|subway system|names a structure, road, service, line, etc. that is not working or has been damaged|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|69172|@KolHaolam: SANDY: NYC subway system never faced such disaster in its 108 yrs of existence. 7 tunnels under East River flooded 6 bus ga ...|Informative: damage (building, road, lines, etc.)|1.0|"NYC subway system
7 tunnels under East River flooded
NYC subway
subway system
7 tunnels
7 tunnels under East River"
1015|240632888|1/2/2013 18:05:15|False|797261868||1/2/2013 18:02:12|False|instagc|0.8571|13905521|USA|GA|Statesboro|209.221.52.48|none|names a structure, road, service, line, etc. that is not working or has been damaged|Photos: Aftermath of Superstorm Sandy - http://t.co/u2anCd4J http://t.co/pAofD8PZ|36972|Photos: Aftermath of Superstorm Sandy - http://t.co/u2anCd4J http://t.co/pAofD8PZ|Informative: damage (building, road, lines, etc.)|0.7029|
1016|240632888|1/2/2013 18:08:44|False|797263923||1/2/2013 18:05:54|False|instagc|1.0|12962344|USA|WI|Elm Grove|70.92.128.53|Superstorm Sandy|names a structure, road, service, line, etc. that is not working or has been damaged|Photos: Aftermath of Superstorm Sandy - http://t.co/u2anCd4J http://t.co/pAofD8PZ|36972|Photos: Aftermath of Superstorm Sandy - http://t.co/u2anCd4J http://t.co/pAofD8PZ|Informative: damage (building, road, lines, etc.)|0.7029|
1017|240632888|1/2/2013 18:26:31|False|797277070||1/2/2013 18:23:43|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|Photos: Aftermath|names a structure, road, service, line, etc. that is not working or has been damaged|Photos: Aftermath of Superstorm Sandy - http://t.co/u2anCd4J http://t.co/pAofD8PZ|36972|Photos: Aftermath of Superstorm Sandy - http://t.co/u2anCd4J http://t.co/pAofD8PZ|Informative: damage (building, road, lines, etc.)|0.7029|
1018|240632889|1/2/2013 18:01:18|False|797259096||1/2/2013 17:59:43|False|instagc|0.9167|13441146|USA|GA|Cleveland|98.18.123.70|10 deaths|indicates who has (or how many people have) been injured or dead|RT @thedailybeast: Bloomberg confirms 10 deaths in NYC due to Hurricane #Sandy says likely to go up as news comes in http://t.co/gxkk3laJ|66912|Bloomberg confirms 10 deaths in NYC due to Hurricane #Sandy says likely to go up as news comes in http://t.co/gxkk3laJ|Informative: casualties (people injured or dead)|1.0|
1019|240632889|1/2/2013 18:15:28|False|797268986||1/2/2013 18:11:53|False|instagc|0.8571|13905521|USA|GA|Statesboro|209.221.52.48|10 deaths in NYC due to Hurricane #Sandy|indicates who has (or how many people have) been injured or dead|RT @thedailybeast: Bloomberg confirms 10 deaths in NYC due to Hurricane #Sandy says likely to go up as news comes in http://t.co/gxkk3laJ|66912|Bloomberg confirms 10 deaths in NYC due to Hurricane #Sandy says likely to go up as news comes in http://t.co/gxkk3laJ|Informative: casualties (people injured or dead)|1.0|
1020|240632889|1/2/2013 18:25:56|False|797276620||1/2/2013 18:23:25|False|instagc|0.8|14991354|USA|CA|Cerritos|97.93.52.198|10 deaths in NYC|indicates who has (or how many people have) been injured or dead|RT @thedailybeast: Bloomberg confirms 10 deaths in NYC due to Hurricane #Sandy says likely to go up as news comes in http://t.co/gxkk3laJ|66912|Bloomberg confirms 10 deaths in NYC due to Hurricane #Sandy says likely to go up as news comes in http://t.co/gxkk3laJ|Informative: casualties (people injured or dead)|1.0|
1021|240632890|1/2/2013 18:01:18|False|797259098||1/2/2013 17:59:43|False|instagc|0.9167|13441146|USA|GA|Cleveland|98.18.123.70|subways flooded worst|names a structure, road, service, line, etc. that is not working or has been damaged|RT @Refinery29: NYC subways flooded worst damage in 108 years of service: http://t.co/kfvWcUZQ|65542|NYC subways flooded worst damage in 108 years of service: http://t.co/kfvWcUZQ|Informative: damage (building, road, lines, etc.)|0.6865|
1022|240632890|1/2/2013 18:16:57|False|797269846||1/2/2013 18:13:35|False|golddiggergpt|0.9286|15038871|USA|FL|Port Richey|68.200.93.250|NYC subways flooded|names a structure, road, service, line, etc. that is not working or has been damaged|RT @Refinery29: NYC subways flooded worst damage in 108 years of service: http://t.co/kfvWcUZQ|65542|NYC subways flooded worst damage in 108 years of service: http://t.co/kfvWcUZQ|Informative: damage (building, road, lines, etc.)|0.6865|
1023|240632890|1/2/2013 18:27:32|False|797277852||1/2/2013 18:23:24|False|instagc|0.8333|14336534|USA|IA|Cedar Rapids|173.26.215.86|NYC subways|names a structure, road, service, line, etc. that is not working or has been damaged|RT @Refinery29: NYC subways flooded worst damage in 108 years of service: http://t.co/kfvWcUZQ|65542|NYC subways flooded worst damage in 108 years of service: http://t.co/kfvWcUZQ|Informative: damage (building, road, lines, etc.)|0.6865|
1027|240632892|1/2/2013 18:09:41|False|797264663||1/2/2013 18:05:38|False|amt|0.9|9184711|USA|CA|Simi Valley|75.84.166.54|The Battery in NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @twc_hurricane: The Battery in NYC now 6 feet above normal tide level & rising rapidly. #sandy|98896|The Battery in NYC now 6 feet above normal tide level & rising rapidly. #sandy|Informative: damage (building, road, lines, etc.)|0.6649|
1028|240632892|1/2/2013 18:16:57|False|797269847||1/2/2013 18:13:35|False|golddiggergpt|0.9286|15038871|USA|FL|Port Richey|68.200.93.250|The Battery in NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @twc_hurricane: The Battery in NYC now 6 feet above normal tide level & rising rapidly. #sandy|98896|The Battery in NYC now 6 feet above normal tide level & rising rapidly. #sandy|Informative: damage (building, road, lines, etc.)|0.6649|
1029|240632892|1/2/2013 18:31:34|False|797281283||1/2/2013 18:29:01|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|NYC now 6 feet above normal tide level|names a structure, road, service, line, etc. that is not working or has been damaged|RT @twc_hurricane: The Battery in NYC now 6 feet above normal tide level & rising rapidly. #sandy|98896|The Battery in NYC now 6 feet above normal tide level & rising rapidly. #sandy|Informative: damage (building, road, lines, etc.)|0.6649|
1030|240632893|1/2/2013 18:01:18|False|797259101||1/2/2013 17:59:43|False|instagc|0.9167|13441146|USA|GA|Cleveland|98.18.123.70|65 victims|indicates who has (or how many people have) been injured or dead|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|119076|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|Informative: casualties (people injured or dead)|1.0|"65 victims
65
R.I.P to the 65 victims"
1031|240632893|1/2/2013 18:11:50|False|797266175||1/2/2013 18:09:47|False|golddiggergpt|0.9286|15038871|USA|FL|Port Richey|68.200.93.250|65 victims|indicates who has (or how many people have) been injured or dead|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|119076|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|Informative: casualties (people injured or dead)|1.0|"65 victims
65
R.I.P to the 65 victims"
1032|240632893|1/2/2013 18:12:30|False|797266618||1/2/2013 18:11:04|False|amt|0.9|9184711|USA|CA|Simi Valley|75.84.166.54|65 victims|indicates who has (or how many people have) been injured or dead|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|119076|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|Informative: casualties (people injured or dead)|1.0|"65 victims
65
R.I.P to the 65 victims"
1033|240632893|1/3/2013 07:19:33|True|797897298||1/3/2013 07:16:42|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|65 victims|indicates who has (or how many people have) been injured or dead|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|119076|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|Informative: casualties (people injured or dead)|1.0|"65 victims
65
R.I.P to the 65 victims"
1034|240632893|1/3/2013 07:51:21|True|797956639||1/3/2013 07:46:54|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|65 victims|indicates who has (or how many people have) been injured or dead|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|119076|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|Informative: casualties (people injured or dead)|1.0|"65 victims
65
R.I.P to the 65 victims"
